Drug1,Drug2,Cell line,ZIP,classification
Abiraterone,Anastrozole,LOXIMVI_SKIN,14.5,synergy
Abiraterone,Anastrozole,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.07,antagonism
Abiraterone,Anastrozole,UO31_KIDNEY,-6.12,antagonism
Abiraterone,Axitinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.47,synergy
Abiraterone,Bortezomib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,13.79,synergy
Abiraterone,Bortezomib,KM12_LARGE_INTESTINE,-5.89,antagonism
Abiraterone,Bortezomib,OVCAR8_OVARY,9.91,synergy
Abiraterone,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,12.73,synergy
Abiraterone,Bortezomib,SF295_CENTRAL_NERVOUS_SYSTEM,-5.07,antagonism
Abiraterone,Bortezomib,U251MG_CENTRAL_NERVOUS_SYSTEM,-5.62,antagonism
Abiraterone,Bortezomib,UO31_KIDNEY,-6.52,antagonism
Abiraterone,Busulfan,A549_LUNG,-5.28,antagonism
Abiraterone,Busulfan,ACHN_KIDNEY,-9.21,antagonism
Abiraterone,Busulfan,CAKI1_KIDNEY,-5.93,antagonism
Abiraterone,Busulfan,HCT116_LARGE_INTESTINE,-7.42,antagonism
Abiraterone,Busulfan,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.36,synergy
Abiraterone,Busulfan,IGROV1_OVARY,-5.62,antagonism
Abiraterone,Busulfan,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.76,antagonism
Abiraterone,Busulfan,KM12_LARGE_INTESTINE,-7.67,antagonism
Abiraterone,Busulfan,LOXIMVI_SKIN,-9.79,antagonism
Abiraterone,Busulfan,NCIH460_LUNG,-6.35,antagonism
Abiraterone,Busulfan,SF295_CENTRAL_NERVOUS_SYSTEM,-5.1,antagonism
Abiraterone,Busulfan,SW620_LARGE_INTESTINE,-5.11,antagonism
Abiraterone,Busulfan,UO31_KIDNEY,12.74,synergy
Abiraterone,Cabazitaxel,786O_KIDNEY,13.8,synergy
Abiraterone,Cabazitaxel,A549_LUNG,26.24,synergy
Abiraterone,Cabazitaxel,ACHN_KIDNEY,7.02,synergy
Abiraterone,Cabazitaxel,BT549_BREAST,5.09,synergy
Abiraterone,Cabazitaxel,CAKI1_KIDNEY,5.25,synergy
Abiraterone,Cabazitaxel,DU145_PROSTATE,10.04,synergy
Abiraterone,Cabazitaxel,EKVX_LUNG,17.37,synergy
Abiraterone,Cabazitaxel,HCT116_LARGE_INTESTINE,24.51,synergy
Abiraterone,Cabazitaxel,HCT15_LARGE_INTESTINE,28.68,synergy
Abiraterone,Cabazitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,21.37,synergy
Abiraterone,Cabazitaxel,HOP62_LUNG,17,synergy
Abiraterone,Cabazitaxel,HS578T_BREAST,20.39,synergy
Abiraterone,Cabazitaxel,HT29_LARGE_INTESTINE,27.21,synergy
Abiraterone,Cabazitaxel,IGROV1_OVARY,13.02,synergy
Abiraterone,Cabazitaxel,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,23.08,synergy
Abiraterone,Cabazitaxel,LOXIMVI_SKIN,7.53,synergy
Abiraterone,Cabazitaxel,MALME3M_SKIN,15.69,synergy
Abiraterone,Cabazitaxel,MCF7_BREAST,9.27,synergy
Abiraterone,Cabazitaxel,MDAMB231_BREAST,10.63,synergy
Abiraterone,Cabazitaxel,MDAMB435S_SKIN,28.71,synergy
Abiraterone,Cabazitaxel,NCIH2122_LUNG,38.98,synergy
Abiraterone,Cabazitaxel,NCIH226_LUNG,16.12,synergy
Abiraterone,Cabazitaxel,NCIH23_LUNG,14.33,synergy
Abiraterone,Cabazitaxel,OVCAR8_OVARY,22.25,synergy
Abiraterone,Cabazitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,15.22,synergy
Abiraterone,Cabazitaxel,SF295_CENTRAL_NERVOUS_SYSTEM,6.89,synergy
Abiraterone,Cabazitaxel,SF539_CENTRAL_NERVOUS_SYSTEM,7.6,synergy
Abiraterone,Cabazitaxel,SKMEL28_SKIN,9.96,synergy
Abiraterone,Cabazitaxel,SKMEL5_SKIN,8.11,synergy
Abiraterone,Cabazitaxel,SKOV3_OVARY,7.53,synergy
Abiraterone,Cabazitaxel,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,15.11,synergy
Abiraterone,Cabazitaxel,SW620_LARGE_INTESTINE,28.95,synergy
Abiraterone,Cabazitaxel,T47D_BREAST,6.75,synergy
Abiraterone,Cabazitaxel,U251MG_CENTRAL_NERVOUS_SYSTEM,7.65,synergy
Abiraterone,Cabazitaxel,UACC62_SKIN,11.44,synergy
Abiraterone,Carmustine,HT29_LARGE_INTESTINE,5.63,synergy
Abiraterone,Carmustine,LOXIMVI_SKIN,14,synergy
Abiraterone,Carmustine,MDAMB468_BREAST,5.24,synergy
Abiraterone,Carmustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.52,synergy
Abiraterone,Carmustine,SKOV3_OVARY,6.26,synergy
Abiraterone,Chlorambucil,A498_KIDNEY,-5.55,antagonism
Abiraterone,Chlorambucil,BT549_BREAST,-5.61,antagonism
Abiraterone,Chlorambucil,DU145_PROSTATE,6.53,synergy
Abiraterone,Chlorambucil,HCT116_LARGE_INTESTINE,-8.24,antagonism
Abiraterone,Chlorambucil,HCT15_LARGE_INTESTINE,-6.23,antagonism
Abiraterone,Chlorambucil,HOP62_LUNG,-8.93,antagonism
Abiraterone,Chlorambucil,HOP92_LUNG,-6.89,antagonism
Abiraterone,Chlorambucil,HT29_LARGE_INTESTINE,-7.26,antagonism
Abiraterone,Chlorambucil,IGROV1_OVARY,9.44,synergy
Abiraterone,Chlorambucil,LOXIMVI_SKIN,-13.43,antagonism
Abiraterone,Chlorambucil,MALME3M_SKIN,-6.56,antagonism
Abiraterone,Chlorambucil,NCIH522_LUNG,-6.59,antagonism
Abiraterone,Chlorambucil,PC3_PROSTATE,-5.96,antagonism
Abiraterone,Chlorambucil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.2,synergy
Abiraterone,Chlorambucil,SKMEL5_SKIN,-8.26,antagonism
Abiraterone,Chlorambucil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.4,antagonism
Abiraterone,Chlorambucil,SW620_LARGE_INTESTINE,-11.6,antagonism
Abiraterone,Chlorambucil,T47D_BREAST,-8.14,antagonism
Abiraterone,Chlorambucil,UACC62_SKIN,-7.49,antagonism
Abiraterone,Crizotinib,BT549_BREAST,5.24,synergy
Abiraterone,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.27,synergy
Abiraterone,Crizotinib,NCIH23_LUNG,-5.02,antagonism
Abiraterone,Crizotinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.77,synergy
Abiraterone,Crizotinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.14,synergy
Abiraterone,Dacarbazine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,20.28,synergy
Abiraterone,Dacarbazine,IGROV1_OVARY,-5.05,antagonism
Abiraterone,Dacarbazine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.92,antagonism
Abiraterone,Dacarbazine,KM12_LARGE_INTESTINE,-9.02,antagonism
Abiraterone,Dacarbazine,SNB75_CENTRAL_NERVOUS_SYSTEM,6.62,synergy
Abiraterone,Dacarbazine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.9,antagonism
Abiraterone,Dasatinib,ACHN_KIDNEY,7.31,synergy
Abiraterone,Dasatinib,BT549_BREAST,6.07,synergy
Abiraterone,Dasatinib,CAKI1_KIDNEY,33.74,synergy
Abiraterone,Dasatinib,HT29_LARGE_INTESTINE,6.1,synergy
Abiraterone,Dasatinib,IGROV1_OVARY,24.96,synergy
Abiraterone,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,18.97,synergy
Abiraterone,Dasatinib,MDAMB231_BREAST,16.02,synergy
Abiraterone,Dasatinib,NCIH226_LUNG,8.72,synergy
Abiraterone,Dasatinib,NCIH23_LUNG,-6.49,antagonism
Abiraterone,Dasatinib,NCIH460_LUNG,17.12,synergy
Abiraterone,Dasatinib,PC3_PROSTATE,9.69,synergy
Abiraterone,Dasatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.93,antagonism
Abiraterone,Decitabine,KM12_LARGE_INTESTINE,-5.88,antagonism
Abiraterone,Decitabine,LOXIMVI_SKIN,12.02,synergy
Abiraterone,Decitabine,OVCAR8_OVARY,-5.29,antagonism
Abiraterone,Decitabine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.66,synergy
Abiraterone,Dexrazoxane,DU145_PROSTATE,-6.22,antagonism
Abiraterone,Dexrazoxane,HCT15_LARGE_INTESTINE,8.24,synergy
Abiraterone,Dexrazoxane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.02,synergy
Abiraterone,Dexrazoxane,HT29_LARGE_INTESTINE,8.55,synergy
Abiraterone,Dexrazoxane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.8,antagonism
Abiraterone,Dexrazoxane,KM12_LARGE_INTESTINE,-9.13,antagonism
Abiraterone,Dexrazoxane,LOXIMVI_SKIN,-11.7,antagonism
Abiraterone,Dexrazoxane,MCF7_BREAST,-6.6,antagonism
Abiraterone,Dexrazoxane,NCIH2122_LUNG,-5.05,antagonism
Abiraterone,Dexrazoxane,NCIH23_LUNG,-6.8,antagonism
Abiraterone,Dexrazoxane,SF295_CENTRAL_NERVOUS_SYSTEM,-6.52,antagonism
Abiraterone,Dexrazoxane,U251MG_CENTRAL_NERVOUS_SYSTEM,-9.56,antagonism
Abiraterone,Dexrazoxane,UACC62_SKIN,-5.54,antagonism
Abiraterone,Etoposide,786O_KIDNEY,6.48,synergy
Abiraterone,Etoposide,CAKI1_KIDNEY,5.66,synergy
Abiraterone,Etoposide,EKVX_LUNG,7.37,synergy
Abiraterone,Etoposide,HCT15_LARGE_INTESTINE,6.13,synergy
Abiraterone,Etoposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.55,synergy
Abiraterone,Etoposide,HT29_LARGE_INTESTINE,8.08,synergy
Abiraterone,Etoposide,MDAMB231_BREAST,6.64,synergy
Abiraterone,Etoposide,MDAMB468_BREAST,7.85,synergy
Abiraterone,Etoposide,NCIH460_LUNG,6.09,synergy
Abiraterone,Etoposide,NCIH522_LUNG,6.02,synergy
Abiraterone,Etoposide,OVCAR4_OVARY,-5.27,antagonism
Abiraterone,Etoposide,OVCAR8_OVARY,5.73,synergy
Abiraterone,Etoposide,PC3_PROSTATE,-6.34,antagonism
Abiraterone,Etoposide,SW620_LARGE_INTESTINE,9.25,synergy
Abiraterone,Etoposide,T47D_BREAST,-10.27,antagonism
Abiraterone,Everolimus,HT29_LARGE_INTESTINE,-6.21,antagonism
Abiraterone,Everolimus,LOXIMVI_SKIN,-10.42,antagonism
Abiraterone,Everolimus,MDAMB231_BREAST,-5.2,antagonism
Abiraterone,Everolimus,MDAMB468_BREAST,19.44,synergy
Abiraterone,Everolimus,NCIH23_LUNG,-6.13,antagonism
Abiraterone,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.81,synergy
Abiraterone,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.47,antagonism
Abiraterone,Everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.43,antagonism
Abiraterone,Fluorouracil,CAKI1_KIDNEY,8.36,synergy
Abiraterone,Fluorouracil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.99,antagonism
Abiraterone,Fluorouracil,KM12_LARGE_INTESTINE,-7.85,antagonism
Abiraterone,Fluorouracil,LOXIMVI_SKIN,-8.87,antagonism
Abiraterone,Fluorouracil,MALME3M_SKIN,5.87,synergy
Abiraterone,Fluorouracil,NCIH2122_LUNG,-6.59,antagonism
Abiraterone,Fluorouracil,NCIH23_LUNG,-11.09,antagonism
Abiraterone,Fluorouracil,NCIH522_LUNG,-9.89,antagonism
Abiraterone,Fluorouracil,OVCAR8_OVARY,-8.13,antagonism
Abiraterone,Fluorouracil,PC3_PROSTATE,6.17,synergy
Abiraterone,Fluorouracil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.69,antagonism
Abiraterone,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,-6.75,antagonism
Abiraterone,Fluorouracil,SF539_CENTRAL_NERVOUS_SYSTEM,-7.57,antagonism
Abiraterone,Fluorouracil,SKMEL5_SKIN,-15.44,antagonism
Abiraterone,Fluorouracil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.72,antagonism
Abiraterone,Fluorouracil,U251MG_CENTRAL_NERVOUS_SYSTEM,-10.14,antagonism
Abiraterone,Fluorouracil,UACC62_SKIN,-13.46,antagonism
Abiraterone,Fulvestrant,KM12_LARGE_INTESTINE,-5.77,antagonism
Abiraterone,Fulvestrant,MDAMB468_BREAST,-11.87,antagonism
Abiraterone,Fulvestrant,NCIH2122_LUNG,9.39,synergy
Abiraterone,Fulvestrant,UO31_KIDNEY,-5.8,antagonism
Abiraterone,Gefitinib,A498_KIDNEY,5.36,synergy
Abiraterone,Gefitinib,A549_LUNG,9.37,synergy
Abiraterone,Gefitinib,HCT15_LARGE_INTESTINE,14.12,synergy
Abiraterone,Gefitinib,HOP62_LUNG,-9.12,antagonism
Abiraterone,Gefitinib,HT29_LARGE_INTESTINE,10.75,synergy
Abiraterone,Gefitinib,IGROV1_OVARY,12.31,synergy
Abiraterone,Gefitinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.8,synergy
Abiraterone,Gefitinib,KM12_LARGE_INTESTINE,-9.03,antagonism
Abiraterone,Gefitinib,LOXIMVI_SKIN,-9.43,antagonism
Abiraterone,Gefitinib,MDAMB435S_SKIN,7.43,synergy
Abiraterone,Gefitinib,OVCAR4_OVARY,-8.42,antagonism
Abiraterone,Gefitinib,SKMEL28_SKIN,18.29,synergy
Abiraterone,Gefitinib,SKMEL5_SKIN,11.51,synergy
Abiraterone,Gefitinib,SKOV3_OVARY,8.68,synergy
Abiraterone,Gefitinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.37,antagonism
Abiraterone,Gefitinib,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.25,antagonism
Abiraterone,Gefitinib,UACC257_SKIN,19.19,synergy
Abiraterone,Gefitinib,UACC62_SKIN,5.32,synergy
Abiraterone,Hydroxyurea,CAKI1_KIDNEY,-5.87,antagonism
Abiraterone,Hydroxyurea,LOXIMVI_SKIN,-7.56,antagonism
Abiraterone,Hydroxyurea,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.1,antagonism
Abiraterone,Hydroxyurea,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.02,antagonism
Abiraterone,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.55,synergy
Abiraterone,Ifosfamide,HS578T_BREAST,8.66,synergy
Abiraterone,Ifosfamide,LOXIMVI_SKIN,26.19,synergy
Abiraterone,Ifosfamide,MDAMB468_BREAST,5.11,synergy
Abiraterone,Ifosfamide,UO31_KIDNEY,10.33,synergy
Abiraterone,Imatinib,ACHN_KIDNEY,7.46,synergy
Abiraterone,Imatinib,BT549_BREAST,7.76,synergy
Abiraterone,Imatinib,CAKI1_KIDNEY,14.81,synergy
Abiraterone,Imatinib,DU145_PROSTATE,8.53,synergy
Abiraterone,Imatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.78,synergy
Abiraterone,Imatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.84,synergy
Abiraterone,Imatinib,LOXIMVI_SKIN,8.22,synergy
Abiraterone,Imatinib,MCF7_BREAST,5.89,synergy
Abiraterone,Imatinib,NCIH460_LUNG,7.93,synergy
Abiraterone,Imatinib,SF539_CENTRAL_NERVOUS_SYSTEM,-5.11,antagonism
Abiraterone,Imatinib,SKOV3_OVARY,7.15,synergy
Abiraterone,Imatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.12,antagonism
Abiraterone,Imatinib,SW620_LARGE_INTESTINE,8.62,synergy
Abiraterone,Imatinib,UO31_KIDNEY,5.25,synergy
Abiraterone,Imiquimod,HS578T_BREAST,9.61,synergy
Abiraterone,Imiquimod,LOXIMVI_SKIN,11.95,synergy
Abiraterone,Imiquimod,NCIH460_LUNG,7.68,synergy
Abiraterone,Imiquimod,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.19,antagonism
Abiraterone,Imiquimod,UO31_KIDNEY,-5.17,antagonism
Abiraterone,Ixabepilone,CAKI1_KIDNEY,5.46,synergy
Abiraterone,Ixabepilone,HT29_LARGE_INTESTINE,5.6,synergy
Abiraterone,Ixabepilone,LOXIMVI_SKIN,11.2,synergy
Abiraterone,Ixabepilone,MDAMB231_BREAST,10.77,synergy
Abiraterone,Ixabepilone,MDAMB468_BREAST,6.32,synergy
Abiraterone,Lenalidomide,HCT15_LARGE_INTESTINE,7.11,synergy
Abiraterone,Lenalidomide,KM12_LARGE_INTESTINE,-6.45,antagonism
Abiraterone,Lenalidomide,LOXIMVI_SKIN,-8.87,antagonism
Abiraterone,Lenalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.15,antagonism
Abiraterone,Lenalidomide,U251MG_CENTRAL_NERVOUS_SYSTEM,-5.08,antagonism
Abiraterone,Lenalidomide,UO31_KIDNEY,21,synergy
Abiraterone,Letrozole,KM12_LARGE_INTESTINE,-7.36,antagonism
Abiraterone,Letrozole,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.23,antagonism
Abiraterone,Letrozole,UO31_KIDNEY,-6.66,antagonism
Abiraterone,Lomustine,786O_KIDNEY,5.49,synergy
Abiraterone,Lomustine,A549_LUNG,-7.52,antagonism
Abiraterone,Lomustine,ACHN_KIDNEY,11.31,synergy
Abiraterone,Lomustine,HCT116_LARGE_INTESTINE,-6.9,antagonism
Abiraterone,Lomustine,HOP62_LUNG,10.33,synergy
Abiraterone,Lomustine,HOP92_LUNG,-7.92,antagonism
Abiraterone,Lomustine,HS578T_BREAST,13.63,synergy
Abiraterone,Lomustine,HT29_LARGE_INTESTINE,-6.77,antagonism
Abiraterone,Lomustine,IGROV1_OVARY,-7.62,antagonism
Abiraterone,Lomustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.78,antagonism
Abiraterone,Lomustine,KM12_LARGE_INTESTINE,-5.35,antagonism
Abiraterone,Lomustine,LOXIMVI_SKIN,-9.8,antagonism
Abiraterone,Lomustine,NCIH226_LUNG,-5.23,antagonism
Abiraterone,Lomustine,NCIH522_LUNG,-5.33,antagonism
Abiraterone,Lomustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.24,synergy
Abiraterone,Lomustine,SF539_CENTRAL_NERVOUS_SYSTEM,-10.41,antagonism
Abiraterone,Lomustine,SKMEL28_SKIN,6,synergy
Abiraterone,Lomustine,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.52,antagonism
Abiraterone,Lomustine,U251MG_CENTRAL_NERVOUS_SYSTEM,-9.72,antagonism
Abiraterone,Methotrexate,A498_KIDNEY,-8.06,antagonism
Abiraterone,Methotrexate,CAKI1_KIDNEY,-5.75,antagonism
Abiraterone,Methotrexate,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.74,synergy
Abiraterone,Methotrexate,IGROV1_OVARY,-9.16,antagonism
Abiraterone,Methotrexate,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.78,antagonism
Abiraterone,Methotrexate,MCF7_BREAST,-8.95,antagonism
Abiraterone,Methotrexate,NCIH23_LUNG,-7.85,antagonism
Abiraterone,Methotrexate,OVCAR4_OVARY,-6.89,antagonism
Abiraterone,Methotrexate,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.78,antagonism
Abiraterone,Methotrexate,SKMEL5_SKIN,-5.91,antagonism
Abiraterone,Methotrexate,SKOV3_OVARY,-5.83,antagonism
Abiraterone,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.79,antagonism
Abiraterone,Methotrexate,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-17.19,antagonism
Abiraterone,Methotrexate,UACC62_SKIN,-6.57,antagonism
Abiraterone,Methotrexate,UO31_KIDNEY,-6.58,antagonism
Abiraterone,Methoxsalen,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.72,synergy
Abiraterone,Methoxsalen,LOXIMVI_SKIN,-6.64,antagonism
Abiraterone,Methoxsalen,NCIH2122_LUNG,6.23,synergy
Abiraterone,Methoxsalen,NCIH226_LUNG,7.13,synergy
Abiraterone,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,6.75,synergy
Abiraterone,Methoxsalen,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.35,antagonism
Abiraterone,Methoxsalen,UO31_KIDNEY,7.11,synergy
Abiraterone,Mitotane,EKVX_LUNG,6.27,synergy
Abiraterone,Mitotane,HCT116_LARGE_INTESTINE,8.1,synergy
Abiraterone,Mitotane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.44,synergy
Abiraterone,Mitotane,LOXIMVI_SKIN,-7.77,antagonism
Abiraterone,Paclitaxel,786O_KIDNEY,12.48,synergy
Abiraterone,Paclitaxel,A549_LUNG,15.48,synergy
Abiraterone,Paclitaxel,BT549_BREAST,13.45,synergy
Abiraterone,Paclitaxel,CAKI1_KIDNEY,5.3,synergy
Abiraterone,Paclitaxel,DU145_PROSTATE,10.83,synergy
Abiraterone,Paclitaxel,EKVX_LUNG,9.44,synergy
Abiraterone,Paclitaxel,HCT116_LARGE_INTESTINE,20.32,synergy
Abiraterone,Paclitaxel,HCT15_LARGE_INTESTINE,12.81,synergy
Abiraterone,Paclitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,28.9,synergy
Abiraterone,Paclitaxel,HOP62_LUNG,7.88,synergy
Abiraterone,Paclitaxel,HOP92_LUNG,5.76,synergy
Abiraterone,Paclitaxel,HS578T_BREAST,20.41,synergy
Abiraterone,Paclitaxel,HT29_LARGE_INTESTINE,15.38,synergy
Abiraterone,Paclitaxel,IGROV1_OVARY,9.19,synergy
Abiraterone,Paclitaxel,KM12_LARGE_INTESTINE,7.99,synergy
Abiraterone,Paclitaxel,LOXIMVI_SKIN,27.02,synergy
Abiraterone,Paclitaxel,MCF7_BREAST,11.3,synergy
Abiraterone,Paclitaxel,MDAMB231_BREAST,13.23,synergy
Abiraterone,Paclitaxel,MDAMB435S_SKIN,13.09,synergy
Abiraterone,Paclitaxel,MDAMB468_BREAST,15.85,synergy
Abiraterone,Paclitaxel,NCIH2122_LUNG,7.44,synergy
Abiraterone,Paclitaxel,NCIH460_LUNG,16.02,synergy
Abiraterone,Paclitaxel,NCIH522_LUNG,9.03,synergy
Abiraterone,Paclitaxel,OVCAR4_OVARY,6.67,synergy
Abiraterone,Paclitaxel,PC3_PROSTATE,7.08,synergy
Abiraterone,Paclitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.4,synergy
Abiraterone,Paclitaxel,SF295_CENTRAL_NERVOUS_SYSTEM,6.66,synergy
Abiraterone,Paclitaxel,SF539_CENTRAL_NERVOUS_SYSTEM,9.94,synergy
Abiraterone,Paclitaxel,SKMEL5_SKIN,15.4,synergy
Abiraterone,Paclitaxel,SKOV3_OVARY,10.69,synergy
Abiraterone,Paclitaxel,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,21.73,synergy
Abiraterone,Paclitaxel,SW620_LARGE_INTESTINE,10.44,synergy
Abiraterone,Paclitaxel,T47D_BREAST,7.02,synergy
Abiraterone,Paclitaxel,U251MG_CENTRAL_NERVOUS_SYSTEM,14.22,synergy
Abiraterone,Paclitaxel,UACC257_SKIN,8.26,synergy
Abiraterone,Paclitaxel,UACC62_SKIN,13.62,synergy
Abiraterone,Paclitaxel,UO31_KIDNEY,9.82,synergy
Abiraterone,Pemetrexed,ACHN_KIDNEY,-5.41,antagonism
Abiraterone,Pemetrexed,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.79,synergy
Abiraterone,Pemetrexed,HS578T_BREAST,-5.33,antagonism
Abiraterone,Pemetrexed,IGROV1_OVARY,-7.07,antagonism
Abiraterone,Pemetrexed,KM12_LARGE_INTESTINE,7.35,synergy
Abiraterone,Pemetrexed,MDAMB231_BREAST,-6.76,antagonism
Abiraterone,Pemetrexed,MDAMB468_BREAST,5.12,synergy
Abiraterone,Pemetrexed,OVCAR4_OVARY,-10.35,antagonism
Abiraterone,Pemetrexed,SF295_CENTRAL_NERVOUS_SYSTEM,-5.5,antagonism
Abiraterone,Pemetrexed,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.15,antagonism
Abiraterone,Pemetrexed,UACC62_SKIN,-5.2,antagonism
Abiraterone,Pentostatin,HCT15_LARGE_INTESTINE,7.27,synergy
Abiraterone,Pentostatin,KM12_LARGE_INTESTINE,-6.1,antagonism
Abiraterone,Pentostatin,LOXIMVI_SKIN,24.17,synergy
Abiraterone,Pentostatin,MDAMB468_BREAST,5.73,synergy
Abiraterone,Pentostatin,UO31_KIDNEY,18.6,synergy
Abiraterone,Pipobroman,A549_LUNG,-7.06,antagonism
Abiraterone,Pipobroman,CAKI1_KIDNEY,-6.39,antagonism
Abiraterone,Pipobroman,DU145_PROSTATE,-5.24,antagonism
Abiraterone,Pipobroman,HCT116_LARGE_INTESTINE,-10.29,antagonism
Abiraterone,Pipobroman,HCT15_LARGE_INTESTINE,-6.78,antagonism
Abiraterone,Pipobroman,HT29_LARGE_INTESTINE,-6.93,antagonism
Abiraterone,Pipobroman,IGROV1_OVARY,-8.71,antagonism
Abiraterone,Pipobroman,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6,antagonism
Abiraterone,Pipobroman,KM12_LARGE_INTESTINE,-6.54,antagonism
Abiraterone,Pipobroman,LOXIMVI_SKIN,-11.52,antagonism
Abiraterone,Pipobroman,MCF7_BREAST,-6.26,antagonism
Abiraterone,Pipobroman,MDAMB231_BREAST,-6.46,antagonism
Abiraterone,Pipobroman,NCIH2122_LUNG,-8.5,antagonism
Abiraterone,Pipobroman,NCIH23_LUNG,-8.27,antagonism
Abiraterone,Pipobroman,PC3_PROSTATE,-6.19,antagonism
Abiraterone,Pipobroman,SF539_CENTRAL_NERVOUS_SYSTEM,-5.48,antagonism
Abiraterone,Pipobroman,SW620_LARGE_INTESTINE,-5.4,antagonism
Abiraterone,Pipobroman,U251MG_CENTRAL_NERVOUS_SYSTEM,-9.52,antagonism
Abiraterone,Pipobroman,UACC62_SKIN,5.62,synergy
Abiraterone,Pipobroman,UO31_KIDNEY,7.93,synergy
Abiraterone,Sorafenib,786O_KIDNEY,-8.2,antagonism
Abiraterone,Sorafenib,A498_KIDNEY,-5.26,antagonism
Abiraterone,Sorafenib,CAKI1_KIDNEY,18.86,synergy
Abiraterone,Sorafenib,HOP92_LUNG,-7.58,antagonism
